tidak_baku,kata_baku
teman2seperti,teman-teman seperti  
bcamobil,BCA mobile  
logintengkorak,login tengkorak  
tentunyabenar2,tentunya benar-benar  
sigap,sigap  
tommyditanya,Tommy ditanya  
hny,hanya  
nggu,nunggu  
terkinipayah,terkini payah  
berbelitbelit,berbelit-belit  
percumalah,percuma lah  
untul,untuk  
bgmn,bagaimana  
mengaitkan,mengaitkan  
terorganisir,terorganisir  
sukai,sukai  
nyusul,nyusul  
ketinggalannya,ketinggalannya  
tnggu,tunggu  
fash,cepat  
khilangan,kehilangan  
transaksisukses,transaksi sukses  
androidnya,Androidnya  
gedung,gedung  
aktifkancs,aktifkan customer service  
bongak,bohong  
mungkinkurang,mungkin kurang  
nyakesal,nya kesal  
bcada,BCA ada  
dirombak,dirombak  
hatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuninghatikuning,cinta sekali
linebank,Line Bank  
neobank,Neo Bank  
mengulangi,mengulangi  
wlpn,walaupun  
androidjempolkeatas,Android jempol ke atas  
dilaunching,diluncurkan  
sebelum2nya,sebelumnya  
dtg2,datang-datang  
dasarnya,dasarnya  
semantara,sementara  
dipindahkan,dipindahkan  
simpelbelum,sederhana belum  
pengaruh,pengaruh  
bychat,melalui chat  
ketawa2,tertawa  
sambil,sambil  
ketawa,tertawa  
cukkkkk,cukup  
konyolllll,konyol  
tipe,tipe  
implement,implementasi  
yudi,Yudi  
buseeett,buseet  
amaaat,amat  
pesanbayar,pesan bayar  
hotel,hotel  
pesawar,pesawat  
bus,bus  
sehinnga,sehingga  
pulsadan,pulsa dan  
traumatis,traumatis  
kaki,kaki  
km,km  
esoknya,esoknya  
tukar,tukar  
menegecewakan,mengecewakan  
wisss,sudah  
disuruhh,disuruh  
sedangkann,sedangkan  
butuhnya,butuhnya  
skrg2,sekarang-sekarang  
yayayaya,ya ya ya  
lenganberototlenganberototlenganberototjabattanganjabattanganjabattangan,suka sekali
susahapa,susah apa  
wajahberkeringat,wajah berkeringat  
jelasberulang2,jelas berulang-ulang  
tersediagak,tersedia agak  
downloadngabisin,unduh menghabiskan  
wajahsangatmarahwajahsangatmarah,marah
jempolkebawahjempolkebawahjempolkebawahjempolkebawahjempolkebawahjempolkebawah,tidak suka
antiribet,anti ribet  
pembanding,pembanding  
superapps,super aplikasi  
dehmau,deh mau  
babngetberulang,banget berulang  
solusialasan,solusi alasan  
dllterlalu,dan lain-lain terlalu  
rekeningdan,rekening dan  
jugamantap,juga mantap  
means,berarti  
bcabisa,BCA bisa  
dlseperti,dulu seperti  
ngeliatnya,melihatnya  
tidaka,tidak  
mobilekalo,mobile kalau  
bertransakainya,bertransaksinya  
ubuka,buka  
jalur,jalur  
birokrasi,birokrasi  
diaplikasijempolkeatas,suka
skaligus,sekaligus
aplikasijempolkeatas,suka
lamawajahtersenyumlebardanmemejamkanmata,gembira
terblokirwajahmalaikatwajahmalaikat,senang
instant,instan  
adaain,ada-ada saja  
itulah,itulah  
panduannya,panduannya  
ferry,Ferry
passwordwajahtersenyumdenganmatabahagiawajahtersenyum,senang
hadahh,aduh  
kesebelah,ke sebelah  
pemakean,pemakaian  
memprioritaskan,memprioritaskan  
bcachat,BCA chat  
mntp,mantap  
operatornya,operatornya  
benerapa,berapa  
wajahgembiraberuraiairmatawajahtersenyumlebardanberkeringat,gembira
surub,suruh  
gnti,ganti  
bermacan2,bermacam-macam  
ilmu,ilmu  
jempolkeataskrn,jempol ke atas karena  
inovasi2,inovasi-inovasi  
nguap,mengantuk  
menghabisakan,menghabiskan  
tahuntahun,tahun-tahun  
bulum,belum  
trasfer,transfer  
sukasuka,suka-suka  
akulah,saya  
perorangan,perorangan  
kerjapercumah,kerja percuma  
selesei,selesai  
alot,alot  
jamnya,jamnya  
inu,itu  
sebutin,sebutkan  
menu2nya,menu-menunya  
belibet,berbelit  
ping,ping  
pong,pong  
profesionalisme,profesionalisme  
berasa,terasa  
betul2,betul-betul  
lamatertawaterbahakbahaktertawaterbahakbahak,tertawa
hpmelipattangan,terima kasih
onlinejempolkeatasmelipattanganmelipattanganmelipattanganwajahtersenyumdenganmatabahagiawajahtersenyumdenganmatabahagiawajahtersenyumdenganmatabahagia,terima kasih
akunku,akun saya  
mbankingku,m-banking saya  
cukuplah,cukup lah  
bcadll,BCA dan lain-lain  
dahlahgak,sudah lah tidak  
uninstallbaru,uninstall baru  
ngerasain,merasakan  
malak,memeras  
ampunbank,ampun bank  
jurjurly,jujur  
pollllpalingan,sangat palingan  
bingungtp,bingung tapi  
sejujurnya,sejujurnya  
telpon2,telepon-telepon  
bagustolong,bagus tolong  
dehthanks,deh terima kasih  
aneh²,aneh-aneh  
ngatipin,mengaktifkan  
keereeen,keren  
terkaitnya,terkaitnya  
bejibun,banyak  
何楚喬,biasa saja
boskumelipattangan,terima kasih
triple,tiga kali
kelancarannya,kelancarannya  
langanan,langganan  
"hptvpam,""hp, tv, pam  """
menjamin,menjamin  
validisasi,validasi  
registerkata,registrasi kata  
inibikin,ini bikin  
waduh2,waduh-waduh  
memyusahkan,menyusahkan  
bosan,bosan  
slogannya,slogannya  
bagushanya,bagus hanya  
berjalanmenu,berjalan menu  
listerik,listrik  
aktifdimintabsms,aktif diminta by sms  
lagigilak,lagi-lagi  
bcaperasaan,BCA perasaan  
dahhpadahal,sudah padahal  
custservice,customer service  
nokartunya,no kartunya  
adakah,adakah  
ssah,susah  
dulunya,dulunya  
mlahan,malahan  
dikali,dikali  
diangka,di angka  
300500ribu,tiga ratus lima ratus ribu  
xpressi,ekspresi  
ps,PS  
sdikit,sedikit  
basgu,bagus  
yjangan,ya jangan  
ludessss,ludes  
kondusif,kondusif  
bagusproses,bagus proses  
ribetgasimpel,ribet ga simpel  
laporannya,laporannya  
comment,komentar  
canceled,dibatalkan  
agent,agen  
pengaman,pengaman  
menunjukkan,menunjukkan  
under,di bawah  
nextgen,generasi berikutnya  
sebeleah,sebelah  
promote,promosikan  
nyimpan,menyimpan  
bedabeda,berbeda-beda  
ngegas,menggas  
plis,tolong  
oalahh,aduh  
tololsudah,bodoh sudah  
majutapi,maju tapi  
terbelakang,terbelakang  
melawak,melawak  
amazing,menakjubkan  
dayang,dayang  
pengaktivannya,pengaktifannya  
setelahbho,setelah  
mestri,harus  
bikinlah,bikin lah  
waktusimple,waktu simpel  
imei,IMEI  
pabriknya,pabriknya  
dimasa,di masa  
firtur,fitur  
pudar,pudar  
uodate,pembaruan  
pantengin,pantengin  
menyerah,menyerah  
inigive,ini  
nau,mendapat  
revifikasi,verifikasi  
hubungu,hubungi  
dowbload,unduh  
king,raja  
oline,online  
pdhlmah,padahal  
btul,betul  
ketergantungan,ketergantungan  
seakan,seakan  
nank,nang  
rekrut,rekrut  
formatnya,formatnya  
speechless,terdiam  
terlambat,terlambat  
s3makin,semakin  
unsinstal,uninstall  
uud,undang-undang
tetanggauangbersayapuangbersayapuangbersayap,gembira
payahpelayanan,payah pelayanan  
payahmasa,payah masa  
prosesbca,proses BCA  
cancelmau,batal mau  
buanyak,banyak  
yahhh,yah  
permata,permata  
tempel,tempel  
menunjang,menunjang  
mobilitas,mobilitas  
gakan,tidak akan  
diperiksa,diperiksa  
pengaktivasinya,pengaktifannya  
persulitverifikasinya,persulit verifikasinya  
lamakan,lama kan  
lengkapkenapa,lengkap kenapa  
meati,mati  
downloandmending,unduh mending  
usahribetlagian,usah ribet lagi  
disetujuiknp,disetujui kenapa  
lgkacau,lagi kacau  
kepepet,terdesak  
aplikasinamun,aplikasi namun  
jelaslamaaa,jelas lama  
kecewapdhl,kecewa padahal  
diperbaikiaplikasinya,diperbaiki aplikasinya  
antrian,antrian  
yaelah,ya Allah  
apaa,apa  
ngabissin,menghabiskan  
ajaaaa,saja  
gapapah,tidak apa-apa  
sibuknya,sibuknya  
perkiraan,perkiraan  
kabur,kabur  
malesdan,malas dan  
shrs,harus  
aktvsi,aktivasi  
jariface,canggih  
dehhh,deh  
ludesgak,ludes tidak  
hjb,biasa saja
wajahmerenungsampai,sedih
kpan,kapan  
useful,berguna  
ook,oke  
inikarna,ini karena  
watapi,wah tapi  
kalipas,kalau pas  
lagisudah,lagi sudah  
terusmenurut,terus menurut  
paswordsaya,kata sandi saya  
salahtapi,salah tapi  
mununggu,menunggu  
diinfomasikan,diinformasikan  
dibuhungi,dihubungi  
ealah,alah  
activasidi,aktivasi di  
activasigiliran,aktivasi giliran  
lgmaunya,lagi maunya  
cobauninstal,coba uninstall  
mhcommerce,perdagangan  
manage,mengelola  
hufft,huff  
budi,Budi  
bambang,Bambang  
hartono,Hartono  
ngababisin,menghabiskan  
luaaaaamaaaaa,lama  
nyesall,menyesal  
kntrdsdr,kantor desa saudara  
dekat,dekat  
kediaman,kediaman  
ogut,saya  
batman,Batman  
lets,mari  
see,lihat  
3m,tiga meter  
kondisinya,kondisinya  
kuatir,khawatir  
resert,reset  
dmana,di mana  
admint,admin  
parahawal,parah awal  
cenderung,cenderung  
menyajikan,menyajikan  
hungkul,saja  
wemoal,tidak mau  
berbulanbulan,berbulan-bulan  
okt,Oktober  
stetlah,setelah  
tapiternyata,tapi ternyata  
ribetmohon,ribet mohon  
lounching,peluncuran  
dulubca,dulu BCA  
korban,korban  
kebobrokan,kebobrokan  
kapanhey,kapan  
bisa2menguras,bisa-bisa menguras  
iyaaa,iya  
downloadrugiii,unduh rugi  
psw,kata sandi  
masukmalah,masuk malah  
bangey,banget  
walaaaahhhhh,aduh  
keambil,diambil  
gabisa2adhh,tidak bisa-bisa  
sippp,sip
sekalijempolkeatasjempolkeatasjempolkeatas,suka sekali
lagipulsa,lagi pulsa  
sajakok,saja kok  
bcagak,BCA tidak  
gmndi,gimana  
pswrd,kata sandi  
mybcamalah,myBCA malah  
lakukanmalah,lakukan malah  
laporabyapun,laporan apapun  
tulid,tulis  
nlptapi,telepon tapi  
nlpsaya,telepon saya  
ksini,ke sini  
tambahbagus,tambah bagus  
nyengsarain,menyengsarakan  
bangetttpadahal,banget padahal  
tlpnya,teleponnya  
nyambung2,nyambung-nyambung  
janga,jangan  
thumb,jempol  
your,anda  
pokoknye,pokoknya  
tob,bagus  
skian,sekian  
katakan,katakan  
unhide,sembunyikan  
idle,diam  
yees,ya  
intinye,intinya  
harusnye,harusnya  
permudeh,mempermudah  
ye,ya  
technologi,teknologi  
easyusers,pengguna mudah  
tingktkn,tingkatkan  
keamananthanks,keamanan terima kasih  
euyyy,eh  
bagoodgood,sangat baik  
keteranganya,keterangannya  
o,oh  
padlan,padahal  
datenya,datanya  
pulsasiallludah,pulsa sial sudah  
everr,pernah  
benarwoy,benar woy  
aplikasitiba2,aplikasi tiba-tiba  
errorblocir,kesalahan blokir  
aamiin,amin  
duanya,duanya  
friendlyringkas,ramah ringkas  
bertraksi,bertransaksi  
msk2,masuk-masuk  
terlewati,terlewati  
muantab,mantap  
wajahtersenyumsombong,suka
nyisain,sisa
manteppppp,mantap  
piturnya,fiturnya
jempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeatas,suka
cso,CSO  
bersamaanbca,bersamaan BCA  
teriak,teriak  
badai,badai  
berlalu,berlalu  
jugawajahmenangiskeras,sedih
kenaoa,kenapa  
ajanyesel,saja menyesal  
tamvah,tambah  
bocorribet,bocor ribet  
verif2,verifikasi-verifikasi  
olay,oleh  
sydah,sudah  
allways,selalu  
featur,fitur  
tagihanpdam,tagihan PDAM  
jempolkeatasbintangmediumputihbintangmediumputihbintangmediumputihbintangmediumputihbintangmediumputih,suka
jempolkeatasjempolkeatastepuktangantepuktanganaplikasi,suka
senan,senang  
balek,balik  
membenahiuntuk,membenahi untuk  
verivikasigak,verifikasi tidak  
merekaselebihnya,mereka selebihnya  
amanitu,aman itu  
menambahkannya,menambahkannya  
merekomendasikan,merekomendasikan  
ol,online  
lengkaptrms,lengkap terima kasih  
ribeeeet,ribet  
biaa,biaya  
kendalasaya,kendala saya  
bertahap,bertahap  
bakwan,bakwan  
passwordny,kata sandinya  
isiny,isinya  
kecosny,ke cos nya  
ngmg,ngomong  
konektivitas,konektivitas  
lacar,lancar  
artian,artian  
dibeda,dibeda  
ribetini,ribet ini  
smntara,sementara  
haish,aduh  
lagibeberapa,lagi beberapa  
cobatapi,coba tapi  
bukadan,buka dan  
sajamohon,saja mohon  
tanggapannyaterima,tanggapannya terima  
iniwah,ini wah  
goblokkk,bodoh  
buktikan,buktikan  
riiiibeettt,ribet  
separah,separah  
aset,aset  
penghargaan,penghargaan  
smph,sampah  
report,laporan  
pengeluran,pengeluaran  
pemsukan,pemasukan  
mndaftar,mendaftar  
akaes,akses  
1qr,satu kode QR  
verifikasilebih,verifikasi lebih  
desainnya,desainnya  
dimanamana,di mana-mana  
penghisap,pengisap  
lagibank,lagi bank  
bcabank,BCA bank  
pelayannya,pelayanannya  
unasabah,nasabah  
bio,biometrik  
metrik,biometrik  
utransfer,transfer  
kelain,ke lain  
bestwajahmemberikanciumanjauhwajahmemberikanciumanjauhwajahmemberikanciumanjauhwajahmemberikanciumanjauhwajahmemberikanciumanjauh,terbaik
aplikasimawarmawarmawarmawarmawarmawar,mantap  
pantesan,pantesan  
ginigini,begini  
вιѕα,bisa  
вυαт,buat  
вυкα,buka  
яєкєηιηg,rekening  
ηgк,tidak  
lucinta,Lucinta  
luna,Luna  
cowok,laki-laki  
diretas,diretas  
40rb,empat puluh ribu  
perkembangannya,perkembangannya  
wajahmengantukwajahmengantukwajahmengantuk,capek
seriap,setiap
hatus,harus
lirik,lirik
new,baru
sinkronisasi,sinkronisasi
blibli,Blibli
induk,induk
apliksa,aplikasi
ckckck,cih
penataan,penataan
khalayak,khalayak
ditanyakan,ditanyakan
sekaliniat,sekali niat
taroh,taruh
dicatatan,di catatan
tertipudana,tertipu dana
bobol,bobol
mudah²an,mudah-mudahan
seterusnya,seterusnya
tenyata,ternyata
adanyamenguras,adanya menguras
must,harus
from,dari
peka,peka
jangka,jangka
sebagi,sebagai
2kalau,dua kalau
berpatok,berpatokan
bangkeee,bangke
hahahaha,tertawa
kerusakan,kerusakan
apalgi,apalagi
sepayah,sepayah
verifikasimu,verifikasimu
terlkalkulasi,terkalkulasi
lainnyawajahmenangiskeras,sedih
mantapppaplikasi,mantap aplikasi
dualspace,ruang dua
bersamaanmau,bersama kamu
jempolkeataswarnakulitcerahjempolkeataswarnakulitcerahjempolkeataswarnakulitcerahjempolkeataswarnakulitcerah,suka
lainnanti,lain nanti
idbaru,ID baru
paswordselesai,kata sandi selesai
salahsungguh,salah sungguh
mngecewakanalhasil,mengecewakan alhasil
bingits,banget
jugapulsa,juga pulsa
lainnyatolong,lainnya tolong
masib,masih
nikmungkin,NIK mungkin
karnajika,karena jika
brarti,berarti
dehaplikasi,deh aplikasi
oyi,ya
akyifasi,aktivasi
downloed,unduh
inputnya,masukan
idtrus,ID terus
smsdari,SMS dari
pulsamasih,pulsa masih
pulsaboros,pulsa boros
maybank,Maybank
citi,Citi
kantapi,kan tapi
helow,halo
bnibri,BNI BRI
bisatopup,bisa top up
bisadlltapi,bisa dan lain-lain tapi
onlinejempolkeatasjempolkeatas,suka
setelag,setelah  
bedan,beda
klickbca,klik bca
cardlesswajahtersenyumdenganmatabahagia,senang  
biasaaaaaa,biasa
fixsungguh,pasti sungguh
masukmau,masuk mau
burukkk,buruk
mybcamakin,myBCA makin
fitur2tampilanya,fitur-fitur tampilannya
hmmbingung,bingung
jadiny,jadinya
kitim,kirim
heeee,heh
banyakk,banyak
donghadeh,dong aduh
taruh,taruh
terserah,terserah
mantapbiar,mantap biar
intra,intra
diturunin,diturunkan
tersinkron,tersinkron
jyga,juga
tepuk,tepuk
jidat,jidat
menyuruh,menyuruh
abes,habis
daniel,Daniel
mananta,Mananta
dipisah2,dipisah-pisah
meribetkan,meribetkan
kaca,kaca
mybcamobile,myBCA mobile
berkata,berkata
mencakup,mencakup
berdoa,berdoa
1simcard,satu sim card
2simcard,dua sim card
expresiku,ekspresiku
bisaaawajahmenangiskeraswajahmenangiskeraswajahmenangiskeras,sedih
take,ambil
gunaa,gunakan
disiapkan,disiapkan
dul,dulu
nyusahi,menyusahkan
co,coba
oba,coba
susahgak,susah tidak
cozy,nyaman
samabagaimana,sama bagaimana
inisaya,ini saya
muantapppp,mantap
jelasssssss,jelas
masukkkk,masuk
najissssssssss,najis
òk,oke
wajahmalaikatwajahmalaikatwajahmalaikatwajahmalaikatwajahmalaikat,senang  
registration,registrasi
mantullllljempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeatas,suka sekali
mantulllll,mantap
wajahtersenyumdenganmatabahagiajempolkeatasjempolkeatasjempolkeatas,suka sekali
ngabasin,menghabiskan
applications,aplikasi
terbaaiiikk,terbaik
aplikasigmpg,aplikasi gampang
kutmbh,kutambah
praktisthx,praktis terima kasih
canggihkeren,canggih keren
complete,lengkap
jaauuuuuuh,jauh
cepataman,cepat aman
terpecaya,terpercaya
saving,tabungan
plan,rencana
sampaii,sampai
manyap,mantap
repotnya,repotnya
maksimalwajahtersenyumdenganmatabahagia,senang  
saatmisal,saat misal
repottidak,repot tidak
menanyakannyakalau,menanyakannya kalau
uptodate,terkini
komplitkan,lengkapkan
urusa,urusan
wajahberkedip,wajah berkedip
bcaemang,BCA memang
membanturekening,membantu rekening
keduanya,keduanya
bisamunculmantap,bisa muncul mantap
jempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeataswajahagaktersenyumwajahagaktersenyumwajahagaktersenyumwajahagaktersenyumwajahagaktersenyum,suka sekali
sc,service customer
tfn,telepon  
bermanfaattapi,bermanfaat tapi  
mudahterima,mudah terima  
bberpa,berapa  
baikkk,baik  
dibukakan,dibuka  
paswordcuma,kata sandi cuma  
kendal,kendala  
terusini,terus ini  
agustusbingung,Agustus bingung  
terkirimpulsa,terkirim pulsa  
adamhn,ada mohon  
pencerahan,pencerahan  
fingermasukan,sidik jari masukan  
smsudah,SMS sudah  
bcasendiri,BCA sendiri  
pemblokirankan,pemblokiran kan  
okkkk,oke  
only,hanya  
pc,PC  
gpke,pakai  
sms2an,SMS-an  
yowes,ya sudah  
1nya,satunya  
sederhanaserba,sederhana serba  
dilaunch,diluncurkan  
betterrrrr,lebih baik  
hayang,ingin  
penaaasaran,penasaran  
finderprint,sidik jari  
ciba,coba  
terblokirnya,terblokirnya  
uenakkkk,enak  
bahagiaaaaaa,bahagia  
bangtdikasih,banget dikasih  
siipp,sip  
polll,sangat  
pengelola,pengelola  
bcaidpassword,BCA ID kata sandi  
tlfn,telepon  
trasnaksi,transaksi  
mintambahin,minta tambahin  
kebank,ke bank  
regritasi,registrasi  
su,sudah  
ribetnyusahin,ribet menyusahkan  
gabungan,gabungan  
goodjempolkeatas,bagus jempol ke atas  
melipattanganduahati,melipat tangan dua hati  
bangeytingkatkan,banget tingkatkan  
biasa1,biasa satu
rekeningwajahdenganmataberbentukbintangjempolkeataslove,gembira
bcawajahtersenyumdengan3hatiwajahdenganmataberbentukbintang,senang  
kenyaman,kenyamanan  
tranaferan,transferan  
verifukasinya,verifikasinya  
berkaliknp,berkali-kali kenapa  
semudh,semudah  
gunaknini,gunakan ini  
bcaperusahaan,BCA perusahaan  
indonesiatp,Indonesia tapi  
layananya,layanannya  
mantabss,mantap  
pokokenyaman,pokoknya nyaman  
applicationjempolkeatasjempolkeatasjempolkeatas,suka
huawei,Huawei  
amazon,Amazon  
tanyakan,tanyakan  
aplikasii,aplikasi  
tepatnya,tepatnya  
ngedotin,menghabiskan  
1balasan,satu balasan  
2saat,dua saat  
reload,muat ulang  
3aplikasi,tiga aplikasi  
ligin,login  
47x,empat puluh tujuh kali  
nutasi,mutasi  
canghih,canggih  
canggib,canggih  
idsdh,ID sudah  
emailknp,email kenapa  
bangetharus,banget harus  
bosss,bos  
lumahan,lumayan  
mcommerce,perdagangan  
what,apa  
nicetapi,bagus tapi  
realme,Realme  
figerprint,sidik jari  
aplikasinyatks,aplikasinya terima kasih  
bcaku,BCA ku  
mantabekk,mantap  
mudahtpi,mudah tapi  
bukagmna,buka bagaimana  
lgiagar,lagi agar  
minimalis,minimalis  
epoljempolkeatas,bagus jempol ke atas  
lusa,lusa  
pasw,kata sandi  
catat,catat  
merisetnya,merisetnya  
benerpadahal,benar padahal  
ke2,kedua  
paswaodharus,kata sandi harus  
terdahuluapa,terdahulu apa  
lainmemang,lain memang  
mencegah,mencegah  
detecting,mendeteksi  
minpertahankan,minimal pertahankan  
initrus,ini terus  
berkarya,berkarya  
tercinta2021full,tercinta dua ribu dua puluh satu penuh  
edc,alat pembayaran kartu debit dan kredit
okke,oke  
dirilis,dirilis  
sring,sering  
yahbulan,ya bulan  
kalai,kalau  
56kali,lima puluh enam kali  
blokirheran,blokir heran  
mendarai,mengendarai  
gadgetinwajahgembiradenganmatabahagia,gembira
cradle,cradle  
barcodenya,barcodenya  
bertransaksidan,bertransaksi dan  
registrasinyauntuk,registrasinya untuk  
mangkanya,makanya  
registrasijadi,registrasi jadi  
kombinasi,kombinasi  
hurup,huruf  
berpaedah,berfaedah  
custimize,kustomisasi  
disembunyiin,disembunyikan  
disuntik,disuntik  
tema,tema  
enakin,menyenangkan  
menyertakan,menyertakan  
uninstalllwajahlega,uninstall wajah lega  
sedikit2,sedikit-sedikit  
cerus,terus  
31perak,tiga puluh satu perak  
memborosantlg,memboroskan tolong  
bcakeyword,BCA kata kunci  
msalah,masalah  
salahlah,salah lah  
busy,sibuk  
undah,sudah  
korbannya,korbannya  
asuuu,anjing  
guwa,saya  
wajahmemberikanciumanjauhwajahdenganmataberbentukbintang,bisa saja
berikanlah,berikanlah  
kebebasan,kebebasan  
lemotangel,lemot  
mapun,maupun  
prototype,prototipe  
retina,retina
matawajahtersenyumdenganmatabahagiawajahtersenyumdenganmatabahagia,senang  
menunjukan,menunjukkan  
usernae,username  
benarkok,benar kok  
cardlessharap,tanpa kartu harap  
ditingkatkanterima,ditingkatkan terima  
oks,oke  
lewa,lewat  
mantuljempolkeatas,mantap jempol ke atas  
jayalah,jayalah  
tibaterblokirpadahal,tiba terblokir padahal
salahwajahmenangiskeras,sedih
bcamelipattanganwarnakulitcerah,terima kasih
pulsahari,pulsa hari  
diinfokan,diinfokan  
emailtelpon,email telepon  
dimigrasi,dimigrasi  
diperebaiki,diperbaiki  
terinstall,terinstal  
devloper,pengembang  
mempersingkat,mempersingkat  
kedepnnya,ke depannya
jempolkeatasjempolkeatasjempolkeatasjempolkeatasmelipattanganmelipattanganmelipattangan,suka sekali
riview,review  
memutuskan,memutuskan  
apliasi,aplikasi  
assuuu,anjing  
cptmudah,cepat mudah  
grosir,grosir  
berupa,berupa  
enakbisa,enak bisa  
drastis,drastis  
everokejempolkeatas,selalu oke jempol ke atas  
dendam,dendam  
kabarin,kabarin  
transaksiapakah,transaksi apakah  
kuotapls,kuota tolong  
mudahjelascepat,mudah jelas cepat  
menyalahkan,menyalahkan  
direlease,dirilis  
menyangkut,menyangkut  
mengharapkan,mengharapkan  
payahpadahal,payah padahal  
registrasipas,registrasi pas  
terusgitu,terus gitu  
dedy,Dedy  
rambutnya,rambutnya  
berponi,berponi  
bangetminus,banget minus  
pasangterima,pasang terima  
trauma,trauma  
efisiensi,efisiensi  
nicknamenya,nama panggilan  
feed,umpan baliknya  
backnya,mantap  
manta0,asing  
asing,ih  
ihhh,terus  
trussss,jelas  
jelasssss,jaya melipat tangan  
jayamelipattangan,silakan  
silaw,dadakan  
dadakan,hik  
hikz,SMS-nya hik  
smsnyahikz,oke  
okkk,lima tahun  
5thn,sekali dan  
sekalidan,sekali cuma  
sekalicuman,myBCA mungkin  
mybcamungkin,salah malah  
salahmalah,69888 sudah  
69888sudah,pembaruan  
updatetannya,update
melipattanganmelipattanganwajahmemberikanciumanjauh,terima kasih
akum,akun  
terblockir,terblokir  
hrsnya,harusnya  
features,fitur  
looh,loh  
tasi,tapi  
blokirhmhmhm,blokir  
belumbisa,belum bisa  
identiik,identik  
mantappo,mantap  
okeeeeeedd,oke  
bangetwajahgembirajempolkeatas,banget wajah gembira jempol ke atas  
baik²,baik-baik  
lainutk,lain untuk  
tujaun,tujuan  
tanoa,tanpa  
inginkanbisa,inginkan bisa  
ahssuuudahlah,anjing sudah lah  
dijalan,di jalan  
secepatnyaa,secepatnya  
kasihhhh,kasih  
pkonya,pokoknya  
jooooos,bagus  
int,internet  
wajahmemberikanciumanjauhduahati,wajah memberikan ciuman jauh dua hati  
mantaaaaap,mantap  
aplikasia,aplikasi  
mantaapppp,mantap  
raib,raib  
b5,lima  
asalamualaikum,assalamualaikum  
bersolawatlah,bershalawatlah  
lidahmu,lidahmu  
kpda,kepada  
nabimu,nabimu  
utusan,utusan  
pringerprint,sidik jari  
dipudate,diperbarui  
labih,lebih  
innovation,inovasi  
lainharus,lain harus  
mobilejadi,mobile jadi  
ribetmales,ribet malas  
migrasikan,migrasikan  
monoton,monoton  
backup,cadangan  
passoword,kata sandi  
hubi,hubungi  
smapai,sampai  
setortarik,setor tarik  
deres,deras  
prnah,pernah  
3harian,tiga harian  
akunya,akunya  
mulihin,pulihkan  
ekonomibisnis,ekonomi bisnis  
ina,Indonesia  
disave,disimpan  
trssssssssss,terus  
bujang,bujang  
verifikasiwajib,verifikasi wajib  
nyampah,sampah  
sedodol,sedodol  
dibenahin,dibenahi  
hi,hi  
tabunga,tabungan  
ppkm,operasi covid
bsokny,besoknya  
mnurut,menurut  
2xnya,dua kalinya  
bcamobilemeski,BCA mobile meski  
lengkapsemoga,lengkap semoga  
qrscan,QR scan  
situs,situs  
rp75000,tujuh puluh lima ribu  
mengadopsi,mengadopsi  
fitur2ny,fitur-fiturnya  
jadiin,jadikan  
lainsesimpel,lain sesimpel  
ditinggalkan,ditinggalkan  
mengangkattangan,mengangkat tangan  
memudakan,memudahkan  
poinnya,poinnya  
dipindahin,dipindahkan  
passwordid,kata sandi ID  
keblokirtolong,terblokir tolong  
auth,autentikasi  
pindahain,pindahkan  
stortarik,setor tarik  
focuskan,fokuskan  
imbasnya,imbasnya  
lindungi,lindungi  
mpin,PIN  
jelasmo,jelas  
dliat,dilihat  
downloadkoneks,unduh koneksi  
ajasetelahh,saja setelah  
memfasilitasi,memfasilitasi  
kmudahantrima,kemudahan terima  
instalkemudian,instal kemudian  
daftarwaktu,daftar waktu  
kesalahanandroid,kesalahan Android  
lollipopkira2,Lollipop kira-kira  
lanjutterjadi,lanjut terjadi  
mksud,maksud  
minesnya,minusnya  
pertanyakan,pertanyakan  
menyarankan,menyarankan  
ke4,keempat  
favoritenya,favoritnya  
berubah2,berubah-ubah  
ajim,aji mumpung  
leading,terdepan  
registrasisetelah,registrasi setelah  
registasiconfirm,registrasi konfirmasi  
nohapedan,nomor HP dan  
pesanbeberapa,pesan beberapa  
terkirimsetelah,terkirim setelah  
emailsudah,email sudah  
confirmasipas,konfirmasi pas  
loginminta,login minta  
nohapeber,nomor HP ber  
kaliminta,kali minta  
terussampe,terus sampai  
masihminta,masih minta  
lgini,lagi ini  
kuk,kok  
bcasengaja,BCA sengaja  
pulsasaran,pulsa saran  
blokirtapi,blokir tapi  
lengkapmelipattangan,lengkap melipat tangan  
penggabungan,penggabungan  
bangeut,banget  
hadeuhhwajahkecewanamunlega,aduh wajah kecewa namun lega  
aplikasiwajahberpikir,aplikasi wajah berpikir  
bagusmemudahkan,bagus memudahkan  
wajahmenangiswajahmenangiswajahmenangis,wajah menangis  
resetmasuk,reset masuk  
developper,pengembang  
finansialdi,finansial di  
launchingin,diluncurkan
orangtepukjidatorangtepukjidatorangtepukjidatorangtepukjidat,
gy,saya
